entity_type,current_id,current_name,current_state,vertical_action,reason,candidate_origin,required_later_action,matcher_guard_conflict,historical_preservation,confidence
kg_brand,4d2fc231-c527-4128-bbf4-d54c33dd82e5,Giant,0 active / 4 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,f90346c3-97cf-4bc1-82fc-d2185de35741,Nvidia,0 active / 4 inactive products; root category 'tech',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,ba8ae3b0-0104-47f0-8694-1cba7cbfbd15,Scott,0 active / 4 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,b7cfee77-bfcb-4df3-a2b3-a6f9f9ae49d5,Vitra,0 active / 4 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,5b891a40-0916-4339-a0a5-a6921aba07d1,Arne Jacobsen,0 active / 3 inactive products; root category 'danish-modern',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,cd14ae7a-8ffe-44bb-8c4a-68b6562e7bc1,Poul Kjærholm,0 active / 3 inactive products; root category 'danish-modern',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,82600361-8bcf-4e5f-a845-9346abea3f90,Canon,0 active / 2 inactive products; root category 'photography',manual_review_vertical,"Photography brand; some makers (e.g. Sony) also sell professional audio, so vertical needs a human call.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,11973a30-730d-414b-b4f4-11001df7135b,HP,0 active / 2 inactive products; root category 'tech',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,9ed71d8a-6c4c-40fe-8abd-d86dcaada2ca,Le Klint,0 active / 2 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,5648c21c-8696-4ff1-b20f-e8ce33cd5fb7,Leica,0 active / 2 inactive products; root category 'photography',manual_review_vertical,"Photography brand; some makers (e.g. Sony) also sell professional audio, so vertical needs a human call.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,6baee8e8-c075-4e72-8c00-25c9fd348d4b,Muuto,0 active / 2 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,cc35a985-39c3-45fc-ba70-e46538d0dc84,Dell,0 active / 1 inactive products; root category 'tech',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,35743d1c-c8f4-4d64-a274-e117107c8ee8,Ferm Living,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,12b722b7-684c-4ea9-b787-b5721add8ebe,Fredericia,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,1e9c5ae2-753c-492d-b2f0-f35415f8b51a,Gubi,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,aa713b2e-3fa2-4292-995a-aec7ba4f6fed,Hasselblad,0 active / 1 inactive products; root category 'photography',manual_review_vertical,"Photography brand; some makers (e.g. Sony) also sell professional audio, so vertical needs a human call.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,42c67d01-5442-4094-aa5d-5ff415c43dc8,Hay,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,8ed9e9d5-6fc5-4ea2-8e1e-518a336baf2e,Lenovo,0 active / 1 inactive products; root category 'tech',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,9c98149a-775b-4680-979d-5d3d7c316dab,Menu,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,631e416a-6ec7-4f89-b10d-2165be3206fd,Normann Copenhagen,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,a3eb00d0-6d7d-4160-b5d7-f540c66c165d,Pp Møbler,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,f464af65-aa19-4da1-b0db-0e0d9d0076dd,Tradition,0 active / 1 inactive products; root category 'design-objects',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,0009b07e-f94a-49cc-bd98-be3c89726602,Bmc,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,be4a399b-597e-464c-b855-016bc65cf1a1,Cervelo,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,580620e1-badd-45f4-8789-4cb4d13315d0,Colnago,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,415ed9bd-d9cf-4231-b31a-c77f16f8dcbc,Cube,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,e467659b-35cf-420a-88a4-8d4757e3e59b,De Rosa,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,c944d145-cb0b-49d2-860b-7695f506bf1e,Focus,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,808bf6b6-20fe-4180-87b1-c7b278682656,Orbea,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,0c349147-e469-479d-b26a-4ceecf1957f8,Pinarello,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,e7747405-d6a5-4e82-8ca9-b0702ee26eeb,Wilier,0 active / 0 inactive products; root category 'cycling',deprecate_non_music,"Consumer electronics / furniture / design / cycling vertical, out of the music scope.",existing_kg,"No action required for matching: all products are already status=inactive, so they are outside matcher eligibility and outside catalogueBrands. Retain the brand row.",,kg_product.status=inactive already preserves every historical listing_product_match reference; no deletion and no new table needed.,high
kg_brand,,Samsung,absent from kg_brand,manual_review_vertical,Named as an expected non-music case but does NOT exist in kg_brand; nothing to deprecate. Recorded so the audit is complete.,expected_case,None. Confirm the expectation was mistaken.,,n/a — entity does not exist,high
matcher_guard,,EXTERNAL_BRAND_TOKENS: tokai,listed as an external/copy stop token in frontend/lib/matching/brand-guard.ts,keep_active_music,"User declared this a legitimate vintage brand with its own products. While it stays a stop token, detectOfferedBrand treats it as a competing offered brand and the copy/reference rule can defer its own genuine listings.",user_authoritative_addition,"Before activating any Tokai product page: remove ""tokai"" from EXTERNAL_BRAND_TOKENS and add Tokai to kg_brand, in the same change. Doing either alone is unsafe.",yes — legitimate brand currently classified as a copy stop token,"n/a — code constant, no historical rows",high
matcher_guard,,EXTERNAL_BRAND_TOKENS: greco,listed as an external/copy stop token in frontend/lib/matching/brand-guard.ts,keep_active_music,"User declared this a legitimate vintage brand with its own products. While it stays a stop token, detectOfferedBrand treats it as a competing offered brand and the copy/reference rule can defer its own genuine listings.",user_authoritative_addition,"Before activating any Greco product page: remove ""greco"" from EXTERNAL_BRAND_TOKENS and add Greco to kg_brand, in the same change. Doing either alone is unsafe.",yes — legitimate brand currently classified as a copy stop token,"n/a — code constant, no historical rows",high
matcher_guard,,EXTERNAL_BRAND_TOKENS: burny,listed as an external/copy stop token in frontend/lib/matching/brand-guard.ts,keep_active_music,"User declared this a legitimate vintage brand with its own products. While it stays a stop token, detectOfferedBrand treats it as a competing offered brand and the copy/reference rule can defer its own genuine listings.",user_authoritative_addition,"Before activating any Burny product page: remove ""burny"" from EXTERNAL_BRAND_TOKENS and add Burny to kg_brand, in the same change. Doing either alone is unsafe.",yes — legitimate brand currently classified as a copy stop token,"n/a — code constant, no historical rows",high
matcher_guard,,"EXTERNAL_BRAND_TOKENS: aria, esp, edwards, jackson, charvel, samick, cimar, vision, fenix, leader, harley benton",listed as external/copy stop tokens,manual_review_vertical,"Not on the user list, but several are legitimate manufacturers (ESP, Edwards, Jackson, Charvel, Aria). Same latent conflict if they are ever added as candidates.",assistant_obvious_challenger,Review case by case only when a candidate for that brand appears. No action now.,latent,n/a — code constant,medium
kg_brand,,Ampeg,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",assistant_obvious_challenger,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Burny,missing from kg_brand,keep_active_music,"1 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,yes — also an EXTERNAL_BRAND_TOKENS entry,n/a — new row,high
kg_brand,,Eastman,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Electro-Harmonix,missing from kg_brand,keep_active_music,"10 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Fernandes,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Greco,missing from kg_brand,keep_active_music,"4 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,yes — also an EXTERNAL_BRAND_TOKENS entry,n/a — new row,high
kg_brand,,Gretsch,missing from kg_brand,keep_active_music,"5 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Guild,missing from kg_brand,keep_active_music,"1 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",assistant_obvious_challenger,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Heritage,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Höfner,missing from kg_brand,keep_active_music,"3 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Klon,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",assistant_obvious_challenger,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,MXR,missing from kg_brand,keep_active_music,"1 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",assistant_obvious_challenger,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Mesa/Boogie,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",assistant_obvious_challenger,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Music Man,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Nash,missing from kg_brand,keep_active_music,"4 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,PRS,missing from kg_brand,keep_active_music,"5 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Pro Co,missing from kg_brand,keep_active_music,"1 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",assistant_obvious_challenger,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Rickenbacker,missing from kg_brand,keep_active_music,"5 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Squier,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Sterling,missing from kg_brand,keep_active_music,"1 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Suhr,missing from kg_brand,keep_active_music,"2 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Takamine,missing from kg_brand,keep_active_music,"1 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Taylor,missing from kg_brand,keep_active_music,"3 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,,n/a — new row,high
kg_brand,,Tokai,missing from kg_brand,keep_active_music,"4 overlay candidate row(s) for this brand; no kg_brand row exists, so no product can be created, scraped or matched.",user_authoritative_addition,Create kg_brand row under the music-gear root before any of its products can be curated. Not required for the proposed core.,yes — also an EXTERNAL_BRAND_TOKENS entry,n/a — new row,high
kg_product,,Gibson Hummingbird,partial_family_multiple_kg_rows,keep_active_music,"Proposed core product. Lexical evidence: 214 clean active listings, 0 from DK/NO/SE/DE, median 25906 DKK.",user_authoritative_addition,"Create a curated kg_product (brand + exact model) with model_name set, then re-run the matcher dry run to convert lexical evidence into matcher proposals.",,n/a — new row,medium
kg_product,,Gibson Les Paul Standard '60s,missing_from_kg,keep_active_music,"Proposed core product. Lexical evidence: 30 clean active listings, 11 from DK/NO/SE/DE, median 16900 DKK.",user_authoritative_addition,"Create a curated kg_product (brand + exact model) with model_name set, then re-run the matcher dry run to convert lexical evidence into matcher proposals.",,n/a — new row,medium
kg_product,,Gibson J-45,partial_family_multiple_kg_rows,keep_active_music,"Proposed core product. Lexical evidence: 307 clean active listings, 0 from DK/NO/SE/DE, median 19428 DKK.",user_authoritative_addition,"Create a curated kg_product (brand + exact model) with model_name set, then re-run the matcher dry run to convert lexical evidence into matcher proposals.",,n/a — new row,medium
kg_product,,Gibson SJ-200,partial_family_multiple_kg_rows,keep_active_music,"Proposed core product. Lexical evidence: 268 clean active listings, 0 from DK/NO/SE/DE, median 36919 DKK.",assistant_obvious_challenger,"Create a curated kg_product (brand + exact model) with model_name set, then re-run the matcher dry run to convert lexical evidence into matcher proposals.",,n/a — new row,medium
kg_product,,Gibson Les Paul Standard '50s,missing_from_kg,keep_active_music,"Proposed core product. Lexical evidence: 22 clean active listings, 10 from DK/NO/SE/DE, median 17128 DKK.",user_authoritative_addition,"Create a curated kg_product (brand + exact model) with model_name set, then re-run the matcher dry run to convert lexical evidence into matcher proposals.",,n/a — new row,medium
kg_product,,Gibson Les Paul Studio,missing_from_kg,keep_active_music,"Proposed core product. Lexical evidence: 82 clean active listings, 71 from DK/NO/SE/DE, median 8100 DKK.",user_authoritative_addition,"Create a curated kg_product (brand + exact model) with model_name set, then re-run the matcher dry run to convert lexical evidence into matcher proposals.",,n/a — new row,medium
kg_product,,Gibson Les Paul Special,missing_from_kg,keep_active_music,"Proposed core product. Lexical evidence: 95 clean active listings, 42 from DK/NO/SE/DE, median 14245 DKK.",user_authoritative_addition,"Create a curated kg_product (brand + exact model) with model_name set, then re-run the matcher dry run to convert lexical evidence into matcher proposals.",,n/a — new row,medium
