source,origin,label,brand,variant,hierarchy_role,final_decision,kg_status,existing_slug,outcome,seed_brand,seed_slug,model_token,reason
overlay_182,user_authoritative_addition,Fender American Standard Precision Bass,Fender,Fender American Standard Precision Bass,matchable_canonical_product,reserve,missing_from_kg,,added_verified_kg_product,fender,fender-american-standard-precision-bass,American Standard Precision Bass,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Fender Precision Bass '51 Reissue,Fender,Fender Precision Bass '51 Reissue,matchable_canonical_product,excluded,exact_kg_product,fender-fender-japan-51-reissue-precision-legacy-bass-1996-97,existing_exact_kg_product,,,Precision Bass '51 Reissue,already in the KG as fender-fender-japan-51-reissue-precision-legacy-bass-1996-97
overlay_182,user_authoritative_addition,Fender Precision Bass '57 Reissue,Fender,Fender Precision Bass '57 Reissue,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-precision-bass-57-reissue,Precision Bass '57 Reissue,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Fender American Standard Jazz Bass,Fender,Fender American Standard Jazz Bass,matchable_canonical_product,reserve,missing_from_kg,,added_verified_kg_product,fender,fender-american-standard-jazz-bass,American Standard Jazz Bass,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Yamaha BB1200,Yamaha,Yamaha BB1200,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,yamaha,yamaha-bb1200,BB1200,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Yamaha BB2000,Yamaha,Yamaha BB2000,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,yamaha,yamaha-bb2000,BB2000,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Yamaha BB3000,Yamaha,Yamaha BB3000,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,yamaha,yamaha-bb3000,BB3000,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Yamaha BB434,Yamaha,Yamaha BB434,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,yamaha,yamaha-bb434,BB434,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Yamaha BB734A,Yamaha,Yamaha BB734A,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,yamaha,yamaha-bb734a,BB734A,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Yamaha BBP34,Yamaha,Yamaha BBP34,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,yamaha,yamaha-bbp34,BBP34,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Höfner 500/1 German Reissue,Höfner,Höfner 500/1 German Reissue,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,hofner,hofner-500-1-german-reissue,500/1 German Reissue,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Höfner Contemporary H500/1,Höfner,Höfner Contemporary H500/1,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,hofner,hofner-contemporary-h500-1,Contemporary H500/1,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Höfner Ignition HI-BB,Höfner,Höfner Ignition HI-BB,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,hofner,hofner-ignition-hi-bb,Ignition HI-BB,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Music Man StingRay (USA),Music Man,Music Man StingRay (USA),matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,music-man,music-man-stingray-usa,StingRay (USA),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Sterling by Music Man,Sterling,Sterling by Music Man,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,sterling,sterling-by-music-man,by Music Man,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Rickenbacker 4001,Rickenbacker,Rickenbacker 4001,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,rickenbacker,rickenbacker-4001,4001,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Rickenbacker 4003,Rickenbacker,Rickenbacker 4003,matchable_canonical_product,reserve,missing_from_kg,,added_verified_kg_product,rickenbacker,rickenbacker-4003,4003,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Martin D-28,Martin,Martin D-28,matchable_canonical_product,core,exact_kg_product,martin-d-28,existing_exact_kg_product,,,D-28,already in the KG as martin-d-28
overlay_182,user_authoritative_addition,Martin HD-28,Martin,Martin HD-28,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,martin,martin-hd-28,HD-28,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Martin D-18,Martin,Martin D-18,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,martin,martin-d-18,D-18,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Martin 0-18,Martin,Martin 0-18,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,martin,martin-0-18,0-18,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Martin 00-18,Martin,Martin 00-18,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,martin,martin-00-18,00-18,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Martin 000-18,Martin,Martin 000-18,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,martin,martin-000-18,000-18,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Martin 000-28,Martin,Martin 000-28,matchable_canonical_product,reserve,missing_from_kg,,added_verified_kg_product,martin,martin-000-28,000-28,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Martin OM-28,Martin,Martin OM-28,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,martin,martin-om-28,OM-28,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Gibson J-45,Gibson,Gibson J-45,matchable_canonical_product,core,partial_family_multiple_kg_rows,gibson-j-45,existing_exact_kg_product,,,J-45,already in the KG as gibson-j-45
overlay_182,user_authoritative_addition,Gibson Hummingbird,Gibson,Gibson Hummingbird,matchable_canonical_product,core,partial_family_multiple_kg_rows,gibson-hummingbird,existing_exact_kg_product,,,Hummingbird,already in the KG as gibson-hummingbird
overlay_182,user_authoritative_addition,Gibson L-00,Gibson,Gibson L-00,matchable_canonical_product,reserve,partial_family_multiple_kg_rows,,existing_exact_kg_product,,,L-00,canonical survivor selected from a polluted family; no consolidation required
overlay_182,user_authoritative_addition,Taylor 314ce,Taylor,Taylor 314ce,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,taylor,taylor-314ce,314ce,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Taylor GS Mini,Taylor,Taylor GS Mini,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,taylor,taylor-gs-mini,GS Mini,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Korg SDD-3000 (rackmount),Korg,Korg SDD-3000 (rackmount),matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,korg,korg-sdd-3000-rackmount,SDD-3000 (rackmount),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Korg SDD-3000 Pedal,Korg,Korg SDD-3000 Pedal,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,korg,korg-sdd-3000-pedal,SDD-3000 Pedal,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Boss PH-1,Boss,Boss PH-1,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-ph-1,PH-1,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Boss PH-1R,Boss,Boss PH-1R,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-ph-1r,PH-1R,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Boss PH-3,Boss,Boss PH-3,matchable_canonical_product,reserve,partial_family_multiple_kg_rows,,existing_exact_kg_product,,,PH-3,canonical survivor selected from a polluted family; no consolidation required
overlay_182,user_authoritative_addition,Boss CE-2,Boss,Boss CE-2,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-ce-2,CE-2,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Boss CE-2W,Boss,Boss CE-2W,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-ce-2w,CE-2W,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Boss DS-1,Boss,Boss DS-1,matchable_canonical_product,reserve,partial_family_multiple_kg_rows,,existing_exact_kg_product,,,DS-1,canonical survivor selected from a polluted family; no consolidation required
overlay_182,user_authoritative_addition,Boss SD-1,Boss,Boss SD-1,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-sd-1,SD-1,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,EHX Deluxe Memory Man (vintage MN3005),Electro-Harmonix,EHX Deluxe Memory Man (vintage MN3005),matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-deluxe-memory-man-vintage-mn3005,EHX Deluxe Memory Man (vintage MN3005),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,EHX Deluxe Memory Man XO,Electro-Harmonix,EHX Deluxe Memory Man XO,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-deluxe-memory-man-xo,EHX Deluxe Memory Man XO,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,EHX Deluxe Memory Man 550-TT,Electro-Harmonix,EHX Deluxe Memory Man 550-TT,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-deluxe-memory-man-550-tt,EHX Deluxe Memory Man 550-TT,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,EHX Deluxe Memory Man 1100-TT,Electro-Harmonix,EHX Deluxe Memory Man 1100-TT,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-deluxe-memory-man-1100-tt,EHX Deluxe Memory Man 1100-TT,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,EHX Memory Man Nano,Electro-Harmonix,EHX Memory Man Nano,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-memory-man-nano,EHX Memory Man Nano,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Tokai Springy Sound,Tokai,Tokai Springy Sound,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,tokai,tokai-springy-sound,Springy Sound,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Tokai Breezy Sound,Tokai,Tokai Breezy Sound,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,tokai,tokai-breezy-sound,Breezy Sound,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Tokai Love Rock,Tokai,Tokai Love Rock,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,tokai,tokai-love-rock,Love Rock,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Greco Spacey Sound,Greco,Greco Spacey Sound,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,greco,greco-spacey-sound,Spacey Sound,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Greco Super Real,Greco,Greco Super Real,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,greco,greco-super-real,Super Real,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Greco Mint Collection,Greco,Greco Mint Collection,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,greco,greco-mint-collection,Mint Collection,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Burny Super Grade,Burny,Burny Super Grade,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,burny,burny-super-grade,Super Grade,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Fernandes The Function,Fernandes,Fernandes The Function,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fernandes,fernandes-the-function,The Function,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Nash S-Model,Nash,Nash S-Model,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,nash,nash-s-model,S-Model,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Nash T-Model,Nash,Nash T-Model,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,nash,nash-t-model,T-Model,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Nash J-Model,Nash,Nash J-Model,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,nash,nash-j-model,J-Model,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Nash PB-Model,Nash,Nash PB-Model,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,nash,nash-pb-model,PB-Model,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
