candidate_origin,brand,family,proposed_variant,category,hierarchy_role,match_target_status,kg_status,brand_in_kg,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits,lexical_median_dkk,contamination_rate_pct,score,confidence,boundary_note,source_rationale
user_authoritative_addition,Squier,Fender Jazzmaster,Squier J Mascis Jazzmaster,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,31,low,Squier signature; separate sub-brand.,User authoritative addition
user_authoritative_addition,Fender,Fender Jaguar,Fender Jaguar,electric-guitars,navigation_family,not_a_match_target,partial_family_multiple_kg_rows,yes,,83,0,19110,3,,,Navigation only.,User authoritative addition
user_authoritative_addition,Fender,Fender Jaguar,Fender Kurt Cobain Jaguar,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,3,0,12956,0,50,low,Signature; distinct price.,User authoritative addition
user_authoritative_addition,Fender,Fender Jaguar,Fender Johnny Marr Jaguar,electric-guitars,matchable_canonical_product,match_target,exact_kg_product,yes,,46,0,19110,4,63,low,Signature; distinct price.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Les Paul,electric-guitars,navigation_family,not_a_match_target,partial_family_multiple_kg_rows,yes,,1019,701,15459,3,,,Navigation only; Epiphone hard-blocked.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Les Paul Standard '50s,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,22,10,17128,4,73,low,Distinct from 60s neck profile market.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Les Paul Standard '60s,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,30,11,16900,3,76,low,Distinct from 50s.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Les Paul Custom,electric-guitars,matchable_canonical_product,match_target,exact_kg_product,yes,,122,73,35749,7,81,low,Excludes Custom Shop reissues.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Les Paul Studio,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,82,71,8100,4,73,low,Lower tier.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Les Paul Junior,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,36,33,10423,3,68,low,Single-pickup.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Les Paul Special,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,95,42,14245,0,71,low,P-90 tier.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Custom Shop Les Paul R7,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,4,3,27000,0,58,low,Custom Shop 1957 reissue.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Custom Shop Les Paul R8,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,9,10,32000,10,59,low,Custom Shop 1958 reissue.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Custom Shop Les Paul R9,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,13,9,36400,0,67,low,Custom Shop 1959 reissue; highest value.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Les Paul,Gibson Custom Shop Les Paul R0,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,5,3,35750,0,59,low,Custom Shop 1960 reissue.,User authoritative addition
user_authoritative_addition,Gibson,Gibson ES,Gibson ES family,electric-guitars,navigation_family,not_a_match_target,exact_kg_product,yes,,154,96,24050,2,,,Navigation only; never merge on the token 335.,User authoritative addition
user_authoritative_addition,Gibson,Gibson ES,Gibson ES-335 Dot,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,18,16,22791,5,70,low,Dot inlay.,User authoritative addition
user_authoritative_addition,Gibson,Gibson ES,Gibson ES-335 Block,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,4,4,24578,0,53,low,Block inlay; distinct era/value.,User authoritative addition
user_authoritative_addition,Gibson,Gibson ES,Gibson ES-345,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,4,4,146250,20,54,low,Stereo/Varitone.,User authoritative addition
user_authoritative_addition,Gibson,Gibson ES,Gibson ES-355,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,3,2,29897,25,48,low,Top of line.,User authoritative addition
user_authoritative_addition,Gibson,Gibson ES,Gibson ES-330,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,2,0,615,0,42,low,"Fully hollow, P-90.",User authoritative addition
user_authoritative_addition,Gibson,Gibson SG,Gibson SG,electric-guitars,navigation_family,not_a_match_target,partial_family_multiple_kg_rows,yes,,233,15,13642,5,,,Navigation only.,User authoritative addition
user_authoritative_addition,Gibson,Gibson SG,Gibson SG Standard,electric-guitars,matchable_canonical_product,match_target,exact_kg_product,yes,,57,4,12950,2,62,low,Core model.,User authoritative addition
user_authoritative_addition,Gibson,Gibson SG,Gibson SG 61 Reissue,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,37,low,Reissue line.,User authoritative addition
user_authoritative_addition,Gibson,Gibson SG,Gibson SG Special,electric-guitars,matchable_canonical_product,match_target,exact_kg_product,yes,,50,2,9342,4,65,medium,P-90 tier.,User authoritative addition
user_authoritative_addition,Ibanez,Ibanez JEM,Ibanez JEM7V,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,"Vai signature, premium tier.",User authoritative addition
user_authoritative_addition,Ibanez,Ibanez JEM,Ibanez JEM777,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,Original 1987 tier.,User authoritative addition
user_authoritative_addition,Ibanez,Ibanez JEM,Ibanez JEMJR,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,Budget tier; must not merge with 7V/777.,User authoritative addition
user_authoritative_addition,Ibanez,Ibanez PIA,Ibanez PIA,electric-guitars,discovery_only,not_a_match_target,missing_from_kg,yes,,0,0,,,17,low,DISCOVERY: exact PIA model numbers unresolved.,User authoritative addition
user_authoritative_addition,Ibanez,Ibanez RG,Ibanez RG Series,electric-guitars,navigation_family,not_a_match_target,missing_from_kg,yes,,1,1,6540,0,,,Navigation only; RG Series is not a product.,User authoritative addition
user_authoritative_addition,Ibanez,Ibanez RG,Ibanez RG550 Genesis,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,1,6540,0,36,low,Genesis reissue.,User authoritative addition
user_authoritative_addition,Ibanez,Ibanez RG,Ibanez RG421,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,Entry tier.,User authoritative addition
user_authoritative_addition,Ibanez,Ibanez RG,Ibanez RG Prestige (named models),electric-guitars,discovery_only,not_a_match_target,missing_from_kg,yes,,0,0,,,17,low,DISCOVERY: exact Prestige model numbers unresolved.,User authoritative addition
user_authoritative_addition,PRS,PRS Core,PRS Custom 24,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,2,2,35753,0,54,low,Core model.,User authoritative addition
user_authoritative_addition,PRS,PRS Core,PRS Custom 22,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,36,low,Core model.,User authoritative addition
user_authoritative_addition,PRS,PRS Core,PRS McCarty 594,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,36,low,594 scale.,User authoritative addition
user_authoritative_addition,PRS,PRS Core,PRS Silver Sky,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,35,low,Mayer signature.,User authoritative addition
user_authoritative_addition,PRS,PRS SE,PRS SE Series,electric-guitars,navigation_family,not_a_match_target,missing_from_kg,no,,0,0,,,,,Navigation only; SE Series is not a product.,User authoritative addition
user_authoritative_addition,Rickenbacker,Rickenbacker Electric,Rickenbacker 330,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,38,low,Distinct from 360.,User authoritative addition
user_authoritative_addition,Rickenbacker,Rickenbacker Electric,Rickenbacker 360,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,38,low,6-string.,User authoritative addition
user_authoritative_addition,Rickenbacker,Rickenbacker Electric,Rickenbacker 360/12,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,40,low,12-string; separate market.,User authoritative addition
user_authoritative_addition,Gretsch,Gretsch Electric,Gretsch G6120 Chet Atkins,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,38,low,Pro-line tier.,User authoritative addition
user_authoritative_addition,Gretsch,Gretsch Electric,Gretsch G6136 White Falcon,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,37,low,Flagship tier.,User authoritative addition
user_authoritative_addition,Gretsch,Gretsch Electric,Gretsch G5420T Electromatic,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Budget tier; must not merge with 6120.,User authoritative addition
user_authoritative_addition,Fender,Fender Precision Bass,Fender Precision Bass,bass-guitars,navigation_family,not_a_match_target,partial_family_multiple_kg_rows,yes,,342,129,7741,8,,,Navigation only.,User authoritative addition
user_authoritative_addition,Fender,Fender Precision Bass,Fender American Standard Precision Bass,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,6,1,10500,0,51,low,Origin+era explicit only.,User authoritative addition
user_authoritative_addition,Fender,Fender Precision Bass,Fender Precision Bass '51 Reissue,bass-guitars,matchable_canonical_product,match_target,exact_kg_product,yes,,0,0,,,23,low,Single-coil reissue.,User authoritative addition
user_authoritative_addition,Fender,Fender Precision Bass,Fender Precision Bass '57 Reissue,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,3,2,8166,0,35,low,Split-coil reissue.,User authoritative addition
user_authoritative_addition,Fender,Fender Jazz Bass,Fender Jazz Bass,bass-guitars,navigation_family,not_a_match_target,partial_family_multiple_kg_rows,yes,,538,199,8731,4,,,"Navigation only; pickup spacing is an attribute, not a product.",User authoritative addition
user_authoritative_addition,Fender,Fender Jazz Bass,Fender American Standard Jazz Bass,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,26,6,8730,0,61,low,Explicit series/era only.,User authoritative addition
user_authoritative_addition,Yamaha,Yamaha BB,Yamaha BB1200,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,34,low,Vintage Japan tier.,User authoritative addition
user_authoritative_addition,Yamaha,Yamaha BB,Yamaha BB2000,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,34,low,Vintage Japan tier.,User authoritative addition
user_authoritative_addition,Yamaha,Yamaha BB,Yamaha BB3000,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,2,0,19434,0,48,low,Vintage Japan top tier.,User authoritative addition
user_authoritative_addition,Yamaha,Yamaha BB,Yamaha BB434,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,29,low,Current budget tier.,User authoritative addition
user_authoritative_addition,Yamaha,Yamaha BB,Yamaha BB734A,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,29,low,Current mid tier.,User authoritative addition
user_authoritative_addition,Yamaha,Yamaha BB,Yamaha BBP34,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,31,low,Pro Japan tier.,User authoritative addition
user_authoritative_addition,Höfner,Höfner 500/1,Höfner 500/1 German Reissue,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,39,low,German-made; top tier.,User authoritative addition
user_authoritative_addition,Höfner,Höfner 500/1,Höfner Contemporary H500/1,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Chinese-made mid tier.,User authoritative addition
user_authoritative_addition,Höfner,Höfner 500/1,Höfner Ignition HI-BB,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,28,low,Entry tier; must not merge with German.,User authoritative addition
user_authoritative_addition,Music Man,Music Man StingRay,Music Man StingRay (USA),bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,36,low,USA/current; title evidence permitting.,User authoritative addition
user_authoritative_addition,Music Man,Music Man StingRay,Music Man Pre-Ernie Ball StingRay,bass-guitars,discovery_only,not_a_match_target,missing_from_kg,no,,0,0,,,22,low,DISCOVERY: pre-EB identification unreliable in titles.,User authoritative addition
user_authoritative_addition,Sterling,Music Man StingRay,Sterling by Music Man,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,28,low,Separate sub-brand; excluded from StingRay page.,User authoritative addition
user_authoritative_addition,Rickenbacker,Rickenbacker Bass,Rickenbacker 4001,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,39,low,Vintage; distinct from 4003.,User authoritative addition
user_authoritative_addition,Rickenbacker,Rickenbacker Bass,Rickenbacker 4003,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,1,1,16250,0,51,low,Current; distinct from 4001.,User authoritative addition
user_authoritative_addition,Martin,Martin Dreadnought,Martin D-28,acoustic-guitars,matchable_canonical_product,match_target,exact_kg_product,yes,,43,0,22673,12,70,medium,Excludes HD-28.,User authoritative addition
user_authoritative_addition,Martin,Martin Dreadnought,Martin HD-28,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,37,low,Herringbone; distinct price.,User authoritative addition
user_authoritative_addition,Martin,Martin Dreadnought,Martin D-18,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,38,low,Mahogany.,User authoritative addition
user_authoritative_addition,Martin,Martin Small Body,Martin 0-18,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,34,low,"Exact model, not ""0 Series"".",User authoritative addition
user_authoritative_addition,Martin,Martin Small Body,Martin 00-18,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,34,low,Exact model.,User authoritative addition
user_authoritative_addition,Martin,Martin Small Body,Martin 000-18,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,35,low,Exact model.,User authoritative addition
user_authoritative_addition,Martin,Martin Small Body,Martin 000-28,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,1,25000,0,50,low,Exact model.,User authoritative addition
user_authoritative_addition,Martin,Martin Small Body,Martin OM-28,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,36,low,Orchestra model.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Acoustic,Gibson J-45,acoustic-guitars,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,307,0,19428,2,75,low,Reference slope-shoulder.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Acoustic,Gibson Hummingbird,acoustic-guitars,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,214,0,25906,2,76,low,Square-shoulder.,User authoritative addition
user_authoritative_addition,Gibson,Gibson Acoustic,Gibson L-00,acoustic-guitars,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,99,0,19002,1,65,low,Small body blues.,User authoritative addition
user_authoritative_addition,Taylor,Taylor Acoustic,Taylor 314ce,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,33,low,Grand Auditorium.,User authoritative addition
user_authoritative_addition,Taylor,Taylor Acoustic,Taylor GS Mini,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Travel size; distinct market.,User authoritative addition
user_authoritative_addition,Korg,Korg SDD-3000,Korg SDD-3000 (rackmount),effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,0,123,0,48,low,Rack unit; vintage.,User authoritative addition
user_authoritative_addition,Korg,Korg SDD-3000,Korg SDD-3000 Pedal,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,32,low,Modern pedal; separate product.,User authoritative addition
user_authoritative_addition,Boss,Boss Phaser,Boss PH-1,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,0,230,0,43,low,Vintage phaser.,User authoritative addition
user_authoritative_addition,Boss,Boss Phaser,Boss PH-1R,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,2,0,9393,0,36,low,Vintage variant.,User authoritative addition
user_authoritative_addition,Boss,Boss Phaser,Boss PH-3,effects-and-pedals,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,77,0,861,0,56,low,Current phaser.,User authoritative addition
user_authoritative_addition,Boss,Boss Chorus,Boss CE-2,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,0,9393,0,47,low,Vintage chorus.,User authoritative addition
user_authoritative_addition,Boss,Boss Chorus,Boss CE-2W,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,31,low,Waza Craft reissue.,User authoritative addition
user_authoritative_addition,Boss,Boss Drive,Boss DS-1,effects-and-pedals,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,83,0,453,1,55,low,Distortion.,User authoritative addition
user_authoritative_addition,Boss,Boss Drive,Boss SD-1,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,12,0,165,0,44,low,Super Overdrive.,User authoritative addition
user_authoritative_addition,Electro-Harmonix,EHX Deluxe Memory Man,EHX Deluxe Memory Man (vintage MN3005),effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,37,low,Vintage big-box; highest value.,User authoritative addition
user_authoritative_addition,Electro-Harmonix,EHX Deluxe Memory Man,EHX Deluxe Memory Man XO,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,XO reissue.,User authoritative addition
user_authoritative_addition,Electro-Harmonix,EHX Deluxe Memory Man,EHX Deluxe Memory Man 550-TT,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Tap tempo 550ms.,User authoritative addition
user_authoritative_addition,Electro-Harmonix,EHX Deluxe Memory Man,EHX Deluxe Memory Man 1100-TT,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Tap tempo 1100ms.,User authoritative addition
user_authoritative_addition,Electro-Harmonix,EHX Deluxe Memory Man,EHX Memory Man Nano,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,28,low,Nano format.,User authoritative addition
user_authoritative_addition,Tokai,Tokai Vintage,Tokai Springy Sound,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,external_brand_token,1,1,4900,0,46,low,Strat-type lawsuit era.,User authoritative addition
user_authoritative_addition,Tokai,Tokai Vintage,Tokai Breezy Sound,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,external_brand_token,0,0,,,33,low,Tele-type lawsuit era.,User authoritative addition
user_authoritative_addition,Tokai,Tokai Vintage,Tokai Love Rock,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,external_brand_token,0,0,,,34,low,LP-type.,User authoritative addition
user_authoritative_addition,Tokai,Tokai Vintage,Tokai ES models,electric-guitars,discovery_only,not_a_match_target,missing_from_kg,no,external_brand_token,0,0,,,17,low,DISCOVERY: exact ES model numbers unresolved.,User authoritative addition
user_authoritative_addition,Greco,Greco Vintage,Greco Spacey Sound,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,external_brand_token,0,0,,,33,low,Tele-type.,User authoritative addition
user_authoritative_addition,Greco,Greco Vintage,Greco Super Real,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,external_brand_token,0,0,,,32,low,Series designation.,User authoritative addition
user_authoritative_addition,Greco,Greco Vintage,Greco Mint Collection,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,external_brand_token,0,0,,,30,low,Series designation.,User authoritative addition
user_authoritative_addition,Greco,Greco Vintage,Greco SA models,electric-guitars,discovery_only,not_a_match_target,missing_from_kg,no,external_brand_token,0,0,,,17,low,DISCOVERY: exact SA model numbers unresolved.,User authoritative addition
user_authoritative_addition,Burny,Burny Vintage,Burny Super Grade,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,external_brand_token,0,0,,,32,low,LP-type Super Grade.,User authoritative addition
user_authoritative_addition,Fernandes,Fernandes Vintage,Fernandes The Function,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,28,low,Named series.,User authoritative addition
user_authoritative_addition,Fernandes,Fernandes Vintage,Fernandes Revival Series,electric-guitars,discovery_only,not_a_match_target,missing_from_kg,no,,0,0,,,17,low,DISCOVERY: exact Revival models unresolved.,User authoritative addition
user_authoritative_addition,Nash,Nash Guitars,Nash S-Model,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Relic S-type.,User authoritative addition
user_authoritative_addition,Nash,Nash Guitars,Nash T-Model,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Relic T-type.,User authoritative addition
user_authoritative_addition,Nash,Nash Guitars,Nash J-Model,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Relic J-Bass type.,User authoritative addition
user_authoritative_addition,Nash,Nash Guitars,Nash PB-Model,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Relic P-Bass type.,User authoritative addition
user_authoritative_addition,Suhr,Suhr Guitars,Suhr Classic S,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,32,low,S-type boutique.,User authoritative addition
user_authoritative_addition,Suhr,Suhr Guitars,Suhr Classic T,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,32,low,T-type boutique.,User authoritative addition
user_authoritative_addition,Heritage,Heritage Guitars,Heritage H-150,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,32,low,LP-type.,User authoritative addition
user_authoritative_addition,Heritage,Heritage Guitars,Heritage H-535,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,32,low,335-type.,User authoritative addition
user_authoritative_addition,Eastman,Eastman Guitars,Eastman SB59,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,31,low,LP-type.,User authoritative addition
user_authoritative_addition,Eastman,Eastman Guitars,Eastman AR models,electric-guitars,discovery_only,not_a_match_target,missing_from_kg,no,,0,0,,,17,low,DISCOVERY: exact AR model numbers unresolved.,User authoritative addition
user_authoritative_addition,Takamine,Takamine Vintage,Takamine F-360S,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Lawsuit-era; year evidence required.,User authoritative addition
user_authoritative_addition,Hansen,Hansen,Hansen (brand discovery),electric-guitars,discovery_only,not_a_match_target,missing_from_kg,yes,,0,0,,,17,low,DISCOVERY: no product/model identity established.,User authoritative addition
